"Scaffold","Start_Locus","End_Locus","Gene_ID","Gene_Name"
"18",8141857,8142396,"ENSAMXG00000029365","ensembl"
"18",32321795,32342374,"ENSAMXG00000031919","ensembl"
"18",8291300,8304151,"ENSAMXG00000035359","ensembl"
"18",32361118,32363144,"ENSAMXG00000043461","ensembl"
"18",32409330,32563146,"ENSAMXG00000036168","ensembl"
"18",32590268,32599443,"ENSAMXG00000033156","ensembl"
"18",8423891,8431410,"ENSAMXG00000012964","arsa"
"18",32617399,32629242,"ENSAMXG00000017090","ensembl"
"18",8438069,8489670,"ENSAMXG00000012940","mapk8ip2"
"18",32637604,32646983,"ENSAMXG00000040055","brd2b"
"18",32653383,32672722,"ENSAMXG00000017074","tap1"
"18",8466401,8474081,"ENSAMXG00000012956","ensembl"
"18",8496013,8509566,"ENSAMXG00000031605","chkb"
"18",8509228,8516379,"ENSAMXG00000040181","ensembl"
"18",8522886,8532734,"ENSAMXG00000012885","cpt1b"
"18",32686725,32701425,"ENSAMXG00000017049","notchl"
"18",8534923,8539209,"ENSAMXG00000012869","sephs1"
"18",8540977,8553531,"ENSAMXG00000012858","si:ch211-220f12.4"
"18",32703679,32719725,"ENSAMXG00000017025","pbx2"
"18",8555142,8567047,"ENSAMXG00000012848","prpf18"
"18",32783867,32877649,"ENSAMXG00000016992","ext1a"
"18",32905654,32916793,"ENSAMXG00000016960","rad21a"
"18",8581583,8769132,"ENSAMXG00000012823","FRMD4A"
"18",32945341,33044622,"ENSAMXG00000016937","EIF3H"
"18",8810074,8816906,"ENSAMXG00000041264","ensembl"
"18",8820456,8826108,"ENSAMXG00000030691","ensembl"
"18",8831737,8839627,"ENSAMXG00000042370","ensembl"
"18",8844648,8868708,"ENSAMXG00000000731","impdh1a"
"18",33305820,33994972,"ENSAMXG00000036946","csmd3a"
"18",8897464,8903192,"ENSAMXG00000041821","si:dkey-5i3.5"
"18",8905026,8906794,"ENSAMXG00000043026","ensembl"
"18",8910152,8919885,"ENSAMXG00000000763","rbm28"
"18",8923867,8930425,"ENSAMXG00000034045","lepa"
"18",9104120,9110108,"ENSAMXG00000037345","ensembl"
"18",9113079,9115467,"ENSAMXG00000031862","ensembl"
"18",34070515,34092377,"ENSAMXG00000039302","cthrc1b"
"18",34098689,34115519,"ENSAMXG00000005337","slc25a32b"
"18",34118190,34163046,"ENSAMXG00000024643","sept7b"
"18",34163770,34173690,"ENSAMXG00000038736","ensembl"
"18",9296239,9339197,"ENSAMXG00000026014","lrrc4.2"
"18",34176011,34200897,"ENSAMXG00000024641","si:dkey-256h2.1"
"18",9506973,9536456,"ENSAMXG00000000786","hgfb"
"18",34211289,34218436,"ENSAMXG00000024640","ensembl"
"18",9575098,9723206,"ENSAMXG00000000816","CACNA2D1"
"18",34227851,34271396,"ENSAMXG00000024639","col28a1b"
"18",9585689,9590374,"ENSAMXG00000043068","ensembl"
"18",34301407,34314551,"ENSAMXG00000024638","mios"
"18",9802477,9808152,"ENSAMXG00000041188","ensembl"
"18",9839940,9849340,"ENSAMXG00000042090","ensembl"
"18",9852256,9858039,"ENSAMXG00000038870","ensembl"
"18",34319447,34349513,"ENSAMXG00000042680","GLCCI1"
"18",34355846,34368457,"ENSAMXG00000024636","ica1"
"18",9923551,9998320,"ENSAMXG00000000874","sema3e"
"18",10053510,10160062,"ENSAMXG00000000900","sema3ab"
"18",34377255,34393951,"ENSAMXG00000038842","ensembl"
"18",10229940,10325931,"ENSAMXG00000000931","sema3d"
"18",34401559,34716301,"ENSAMXG00000024635","thsd7ab"
"18",34410529,34414013,"ENSAMXG00000030370","ensembl"
"18",34803543,34803743,"ENSAMXG00000026953","U3"
"18",34807564,34838211,"ENSAMXG00000020929","pepd"
"18",10491190,10523543,"ENSAMXG00000000948","grm3"
"18",10534922,10561762,"ENSAMXG00000000958","si:ch211-233h19.2"
"18",10566556,10569599,"ENSAMXG00000038671","tmem243a"
"18",10572895,10585593,"ENSAMXG00000000968","GAN"
"18",35190172,35192986,"ENSAMXG00000032824","ensembl"
"18",10596165,10628220,"ENSAMXG00000000971","cmip"
"18",10635176,10669018,"ENSAMXG00000000982","plcg2"
"18",35509149,35512338,"ENSAMXG00000020947","CHST8"
"18",35549707,35603056,"ENSAMXG00000020953","KCTD15"
"18",10668879,10680880,"ENSAMXG00000000989","meak7"
"18",10697921,10707664,"ENSAMXG00000041084","cotl1"
"18",35619383,35777709,"ENSAMXG00000029195","ensembl"
"18",10709234,10713661,"ENSAMXG00000000993","klhl36"
"18",10711005,10724235,"ENSAMXG00000030151","zgc:56622"
"18",35785968,35799161,"ENSAMXG00000032221","lsm14ab"
"18",10726295,10738450,"ENSAMXG00000001000","tat"
"18",35804624,35805631,"ENSAMXG00000042842","ensembl"
"18",35808119,35814431,"ENSAMXG00000043890","ss18l2"
"18",35814452,35855462,"ENSAMXG00000021005","GARRE1"
"18",35888904,35909608,"ENSAMXG00000021015","gpib"
"18",10744888,10750922,"ENSAMXG00000037272","ensembl"
"18",10750814,10756723,"ENSAMXG00000041728","UQCRFS1"
"18",10753343,10758704,"ENSAMXG00000036620","C19orf12"
"18",10758255,10764510,"ENSAMXG00000001005","rxylt1"
"18",10766563,10902470,"ENSAMXG00000001013","srgap1a"
"18",10833880,10834039,"ENSAMXG00000026759","U1"
"18",10902560,10915469,"ENSAMXG00000043787","PARP12"
"18",35929320,35969861,"ENSAMXG00000021029","wtip"
"18",35974816,35982087,"ENSAMXG00000029717","sdr42e1"
"18",35995911,36065013,"ENSAMXG00000021055","nedd4a"
"18",10917548,10925619,"ENSAMXG00000001021","parp12a"
"18",10930507,11019664,"ENSAMXG00000001025","tbxas1"
"18",36073731,36110449,"ENSAMXG00000021079","PRTG"
"18",36111981,36118202,"ENSAMXG00000021119","pygo1"
"18",36127512,36140969,"ENSAMXG00000040241","dnaaf4"
"18",36139363,36140969,"ENSAMXG00000021147","ensembl"
"18",36141441,36150509,"ENSAMXG00000034819","ensembl"
"18",11030814,11137978,"ENSAMXG00000001029","hipk2"
"18",36152737,36168943,"ENSAMXG00000021156","ensembl"
"18",11148486,11203406,"ENSAMXG00000001032","si:ch211-1e14.1"
"18",36170748,36182928,"ENSAMXG00000021163","pigb"
"18",36185309,36185445,"ENSAMXG00000040153","ensembl"
"18",36188651,36222988,"ENSAMXG00000021170","rab27a"
"18",36261456,36273511,"ENSAMXG00000032684","fam214a"
"18",11212627,11267909,"ENSAMXG00000043630","fam107b"
"18",36346022,36354744,"ENSAMXG00000021213","onecut1"
"18",11268570,11293471,"ENSAMXG00000001041","nup205"
"18",36609884,36616288,"ENSAMXG00000042134","ensembl"
"18",11298942,11384974,"ENSAMXG00000037307","ensembl"
"18",11373661,11380556,"ENSAMXG00000033740","ensembl"
"18",11390960,11446451,"ENSAMXG00000001053","bicd1a"
"18",36980903,37262243,"ENSAMXG00000018742","UNC13C"
"18",11450390,11463444,"ENSAMXG00000036360","zgc:110789"
"18",37287135,37345982,"ENSAMXG00000038566","hcn4"
"18",37387213,37401704,"ENSAMXG00000005808","dhdhl"
"18",11460486,11463620,"ENSAMXG00000001064","ensembl"
"18",37401615,37411102,"ENSAMXG00000030993","ensembl"
"18",11508115,11519620,"ENSAMXG00000031657","ensembl"
"18",37411123,37443145,"ENSAMXG00000001020","pkma"
"18",11558542,11560674,"ENSAMXG00000043740","ensembl"
"18",11597253,11777501,"ENSAMXG00000001068","tmtc2b"
"18",37459755,37505365,"ENSAMXG00000005782","parp6a"
"18",12090720,12093592,"ENSAMXG00000042851","ensembl"
"18",37588448,37832831,"ENSAMXG00000033823","CELF6"
"18",12125551,12330573,"ENSAMXG00000019548","tspan9a"
"18",37663393,37668568,"ENSAMXG00000040551","ensembl"
"18",12312073,12319802,"ENSAMXG00000034943","ensembl"
"18",37944111,37948060,"ENSAMXG00000044094","rpp25b"
"18",37963375,37976486,"ENSAMXG00000039983","cox5ab"
"18",12340158,12350376,"ENSAMXG00000019574","tspan33b"
"18",37979773,37984187,"ENSAMXG00000029899","ensembl"
"18",12357967,12373112,"ENSAMXG00000041028","ttc38"
"18",37983512,37985513,"ENSAMXG00000036217","ensembl"
"18",12377791,12449197,"ENSAMXG00000019633","mical3a"
"18",37986675,37993720,"ENSAMXG00000030480","ensembl"
"18",12515429,12523934,"ENSAMXG00000019690","utp4"
"18",12528138,12545137,"ENSAMXG00000043594","wfdc1"
"18",12555628,12581844,"ENSAMXG00000019744","si:dkey-246g23.4"
"18",37993945,37994687,"ENSAMXG00000041519","ensembl"
"18",37995077,38000301,"ENSAMXG00000036775","ensembl"
"18",12600192,12622032,"ENSAMXG00000019763","kcng4a"
"18",12647226,12734130,"ENSAMXG00000019779","si:dkey-246g23.2"
"18",12735756,12738636,"ENSAMXG00000019795","HSBP1"
"18",12741811,12782813,"ENSAMXG00000019814","zgc:173742"
"18",38004573,38017716,"ENSAMXG00000010704","ensembl"
"18",12783921,12800523,"ENSAMXG00000040324","mlycd"
"18",38018291,38018987,"ENSAMXG00000033108","ensembl"
"18",38019422,38020178,"ENSAMXG00000007871","ensembl"
"18",38669077,38670348,"ENSAMXG00000024881","CHST1"
"18",12871888,13497355,"ENSAMXG00000019851","cdh13"
"18",38967202,38970458,"ENSAMXG00000033351","ensembl"
"18",12988135,12988821,"ENSAMXG00000039399","ensembl"
"18",39088930,39095425,"ENSAMXG00000032829","ensembl"
"18",39100197,39101185,"ENSAMXG00000031021","ensembl"
"18",39137129,39137497,"ENSAMXG00000035600","ensembl"
"18",39140079,39145178,"ENSAMXG00000031013","ensembl"
"18",39147273,39171667,"ENSAMXG00000035914","si:dkey-24l11.2"
"18",39173236,39193618,"ENSAMXG00000034845","tspan3a"
"18",13618630,13647837,"ENSAMXG00000029363","vps9d1"
"18",39173480,39174809,"ENSAMXG00000026086","ch25hl1.2"
"18",39193639,39234400,"ENSAMXG00000033352","pstpip1a"
"18",13652137,13657818,"ENSAMXG00000034754","si:dkey-238o13.4"
"18",13661321,13666533,"ENSAMXG00000035773","spata2l"
"18",13664856,13666533,"ENSAMXG00000019932","pdf"
"18",39250957,39264923,"ENSAMXG00000038297","rcn2"
"18",13666608,13678721,"ENSAMXG00000031880","uri1"
"18",13697254,13712368,"ENSAMXG00000043502","tshz3a"
"18",13733013,13778498,"ENSAMXG00000019955","mtss1la"
"18",39278414,39338000,"ENSAMXG00000020452","pik3c2a"
"18",13792931,13803945,"ENSAMXG00000019974","mapk12a"
"18",13807952,13815460,"ENSAMXG00000020012","selenoo1"
"18",13814839,13826763,"ENSAMXG00000039336","trabd"
"18",39344746,39385706,"ENSAMXG00000034179","si:dkey-119f1.1"
"18",39392197,39425498,"ENSAMXG00000040154","st7"
"18",39457512,39474064,"ENSAMXG00000009948","kcnj5"
"18",39490807,39491913,"ENSAMXG00000026489","KCNJ1"
"18",39512129,39514229,"ENSAMXG00000036973","ensembl"
"18",39575400,39786347,"ENSAMXG00000015348","RELN"
"18",39801181,39802912,"ENSAMXG00000031636","ensembl"
"18",39822418,39828068,"ENSAMXG00000042590","ensembl"
"18",39829569,39838024,"ENSAMXG00000037679","ensembl"
"18",39844846,39859455,"ENSAMXG00000042690","ensembl"
"18",39921879,39926858,"ENSAMXG00000029356","ensembl"
"18",40264461,40273101,"ENSAMXG00000041923","sox9b"
"18",40761407,40764379,"ENSAMXG00000024982","sstr2b"
"18",40772041,40805100,"ENSAMXG00000037035","ensembl"
"18",40870208,40872731,"ENSAMXG00000033057","ensembl"
"18",40907243,40909301,"ENSAMXG00000039332","sstr2b"
"18",41016407,41027092,"ENSAMXG00000029081","SOX8"
"18",41167713,41318650,"ENSAMXG00000039761","ensembl"
"18",41306964,41313890,"ENSAMXG00000030840","ensembl"
"18",41328915,41376112,"ENSAMXG00000018957","ADAP1"
"16",13263283,13263459,"ENSAMXG00000039038","ensembl"
"16",37065883,37076699,"ENSAMXG00000004979","nat8l"
"16",13393325,13436948,"ENSAMXG00000024917","emilin2a"
"16",13448584,13509701,"ENSAMXG00000018088","lpin2"
"16",37085505,37183915,"ENSAMXG00000004985","poln"
"16",13531011,13581519,"ENSAMXG00000018158","myom1a"
"16",13585250,13591784,"ENSAMXG00000038556","bag1"
"16",37181852,37192661,"ENSAMXG00000012147","haus3"
"16",13592417,13599921,"ENSAMXG00000018188","chmp5a"
"16",37194105,37194223,"ENSAMXG00000037330","5S_rRNA"
"16",37199381,37209211,"ENSAMXG00000004989","ptgr1"
"16",13623687,13677787,"ENSAMXG00000018191","oprk1"
"16",37208843,37219529,"ENSAMXG00000035558","ptgr1"
"16",13689153,13794604,"ENSAMXG00000018200","atp6v1h"
"16",37217104,37226418,"ENSAMXG00000004995","si:dkey-11k2.7"
"16",13796290,13850244,"ENSAMXG00000033141","rgs20"
"16",13855249,13864037,"ENSAMXG00000018211","tcea1"
"16",37227999,37236067,"ENSAMXG00000004992","si:dkey-11k2.7"
"16",37238017,37245757,"ENSAMXG00000004998","txn"
"16",13870350,13883959,"ENSAMXG00000035867","ensembl"
"16",37246341,37422530,"ENSAMXG00000005018","svep1"
"16",37439848,37446638,"ENSAMXG00000031672","ensembl"
"16",13884839,13896613,"ENSAMXG00000018214","si:dkey-94e7.2"
"16",37461331,37464704,"ENSAMXG00000003808","ensembl"
"16",13917159,13918067,"ENSAMXG00000018220","GPR141"
"16",13985568,14140484,"ENSAMXG00000018249","ctnnd2b"
"16",14147805,14164461,"ENSAMXG00000032907","ankrd33bb"
"16",14165756,14208575,"ENSAMXG00000018297","6-Mar"
"16",37466971,37474469,"ENSAMXG00000037236","ensembl"
"16",37490312,37513232,"ENSAMXG00000021143","slc7a8a"
"16",14208596,14214612,"ENSAMXG00000018340","atpsckmt"
"16",37520847,37525907,"ENSAMXG00000033413","nedd8"
"16",14234906,14239305,"ENSAMXG00000038634","ensembl"
"16",37525949,37535749,"ENSAMXG00000005057","gmpr2"
"16",37544187,37558794,"ENSAMXG00000003901","ensembl"
"16",14237813,14254582,"ENSAMXG00000033045","neto1"
"16",14256513,14271288,"ENSAMXG00000041030","puf60b"
"16",37561083,37578426,"ENSAMXG00000040455","ensembl"
"16",37580071,37585110,"ENSAMXG00000043204","ensembl"
"16",37588883,37597020,"ENSAMXG00000029334","ensembl"
"16",14274083,14405590,"ENSAMXG00000018369","scrib"
"16",37597493,37602664,"ENSAMXG00000043378","ensembl"
"16",37604332,37613375,"ENSAMXG00000005060","si:ch211-216p19.6"
"16",37616170,37621294,"ENSAMXG00000003895","ensembl"
"16",37628989,37631689,"ENSAMXG00000032497","ensembl"
"16",37639792,37645018,"ENSAMXG00000035305","ensembl"
"16",37646489,37649644,"ENSAMXG00000037487","ensembl"
"16",37653063,37663258,"ENSAMXG00000043256","ensembl"
"16",37674377,37686328,"ENSAMXG00000042711","lrp10"
"16",37687934,37710772,"ENSAMXG00000033354","mmp14a"
"16",37721968,37726877,"ENSAMXG00000041681","mrpl52"
"16",37731429,37740437,"ENSAMXG00000003875","ajuba"
"16",37740074,37766924,"ENSAMXG00000036892","acin1b"
"16",37762141,37762251,"ENSAMXG00000037301","ensembl"
"16",37773996,37785896,"ENSAMXG00000003838","efs"
"16",37797519,37800750,"ENSAMXG00000003836","dhrs4"
"16",37800556,37806994,"ENSAMXG00000003829","tinf2"
"16",37806068,37816887,"ENSAMXG00000003822","cideb"
"16",37816410,37822495,"ENSAMXG00000003816","homezb"
"16",37830411,37833917,"ENSAMXG00000003753","ensembl"
"16",37841303,37848475,"ENSAMXG00000003798","ensembl"
"16",14412944,14434668,"ENSAMXG00000018424","KIF9"
"16",37850200,37853277,"ENSAMXG00000043354","ensembl"
"16",37876134,37880153,"ENSAMXG00000005035","ensembl"
"16",37888712,37892282,"ENSAMXG00000032115","ensembl"
"16",37893332,37895077,"ENSAMXG00000037727","ensembl"
"16",14446276,14460292,"ENSAMXG00000033894","rgs9bp"
"16",37902402,37910160,"ENSAMXG00000039211","ccdc166"
"16",14461762,14475429,"ENSAMXG00000037371","ensembl"
"16",37911782,37935936,"ENSAMXG00000003739","si:dkey-183c6.8"
"16",14477546,14500272,"ENSAMXG00000018498","ensembl"
"16",14548217,14553680,"ENSAMXG00000040010","trmt10b"
"16",14555495,14555706,"ENSAMXG00000036046","U3"
"16",14555495,14555707,"ENSAMXG00000040021","ensembl"
"16",14556439,14556650,"ENSAMXG00000039827","U3"
"16",14556439,14556651,"ENSAMXG00000040671","ensembl"
"16",14559674,14559885,"ENSAMXG00000030635","U3"
"16",14562315,14562526,"ENSAMXG00000042788","U3"
"16",14562315,14562527,"ENSAMXG00000042202","ensembl"
"16",14564393,14564604,"ENSAMXG00000031354","U3"
"16",14564393,14564605,"ENSAMXG00000038394","ensembl"
"16",14565313,14565524,"ENSAMXG00000036194","U3"
"16",14567492,14567703,"ENSAMXG00000033140","U3"
"16",14568351,14568562,"ENSAMXG00000030316","U3"
"16",37944877,37969206,"ENSAMXG00000003730","si:dkey-183c6.7"
"16",14570725,14598066,"ENSAMXG00000013548","intu"
"16",37985255,37997105,"ENSAMXG00000003725","syt4"
"16",14600453,14603940,"ENSAMXG00000013592","ino80b"
"16",14600596,14619103,"ENSAMXG00000013572","aadat"
"16",38002623,38008440,"ENSAMXG00000030215","vbp1"
"16",38017130,38021494,"ENSAMXG00000003717","rab39bb"
"16",38028529,38035229,"ENSAMXG00000029318","zgc:162171"
"16",14623549,14631909,"ENSAMXG00000035320","mfap3l"
"16",14635923,14637747,"ENSAMXG00000044096","ensembl"
"16",38045624,38125878,"ENSAMXG00000003705","si:ch211-200p22.4"
"16",14645204,14684111,"ENSAMXG00000013665","clcn3"
"16",38135421,38156181,"ENSAMXG00000029297","zgc:92429"
"16",14691240,14694026,"ENSAMXG00000029265","ensembl"
"16",14695926,14704459,"ENSAMXG00000036198","nit1"
"16",14705036,14710694,"ENSAMXG00000040297","pfdn2"
"16",14711636,14713957,"ENSAMXG00000043301","ensembl"
"16",38156202,38294095,"ENSAMXG00000003696","si:dkey-172j4.3"
"16",14719110,14725975,"ENSAMXG00000034231","ensembl"
"16",38328235,38329320,"ENSAMXG00000025792","gpr185b"
"16",38353138,38403296,"ENSAMXG00000003687","zgc:109889"
"16",38406122,38448555,"ENSAMXG00000032285","htr2cl1"
"16",38828268,38846080,"ENSAMXG00000003676","ccnb3"
"16",38855615,38859364,"ENSAMXG00000042861","si:dkey-171c9.3"
"16",38865262,38909892,"ENSAMXG00000003673","tnfsf10l"
"16",38928233,38960122,"ENSAMXG00000003672","clcn5b"
"16",38961204,38983440,"ENSAMXG00000003645","pygmb"
"16",14727087,14731914,"ENSAMXG00000042971","ensembl"
"16",38984757,38997828,"ENSAMXG00000003630","sf1"
"16",39001893,39003726,"ENSAMXG00000036611","rbm4.1"
"16",39008381,39009918,"ENSAMXG00000032121","rbm4.2"
"16",14739278,14745582,"ENSAMXG00000013749","ensembl"
"16",39014473,39016192,"ENSAMXG00000040224","rbm4.3"
"16",14751530,14753899,"ENSAMXG00000042533","ensembl"
"16",39024670,39027477,"ENSAMXG00000025791","si:ch211-15b10.6"
"16",14764090,14769060,"ENSAMXG00000038467","ensembl"
"16",14780724,14786906,"ENSAMXG00000036615","b4gat1"
"16",14812624,14817558,"ENSAMXG00000015883","six7"
"16",39029293,39038676,"ENSAMXG00000041221","ponzr6"
"16",14818911,14826853,"ENSAMXG00000015900","zgc:101810"
"16",14832513,14882978,"ENSAMXG00000015933","si:ch211-168d1.3"
"16",14927631,14936481,"ENSAMXG00000029950","gal3st3"
"16",14995314,15023529,"ENSAMXG00000021492","actn3b"
"16",39041208,39061141,"ENSAMXG00000003585","fxr2"
"16",15053921,15060075,"ENSAMXG00000031225","rbm14b"
"16",15070353,15076562,"ENSAMXG00000004945","ccs"
"16",39067701,39068997,"ENSAMXG00000003572","si:dkey-165a24.9"
"16",39072634,39074217,"ENSAMXG00000032241","ugt5g1"
"16",15079056,15113280,"ENSAMXG00000004948","prkd4"
"16",39078038,39085432,"ENSAMXG00000034446","ensembl"
"16",39090872,39100040,"ENSAMXG00000030388","ensembl"
"16",39099811,39105158,"ENSAMXG00000036923","ponzr4"
"16",39111113,39114098,"ENSAMXG00000041144","ponzr3"
"16",39116581,39123837,"ENSAMXG00000038092","ponzr5"
"16",39125028,39137253,"ENSAMXG00000041822","ensembl"
"16",39133238,39134721,"ENSAMXG00000030581","ensembl"
"16",39149171,39150363,"ENSAMXG00000036896","si:dkey-112a7.4"
"16",15123091,15124098,"ENSAMXG00000038894","ensembl"
"16",39153434,39161948,"ENSAMXG00000035030","cldn7a"
"16",39172516,39193498,"ENSAMXG00000003522","chrnb1l"
"16",15127079,15197733,"ENSAMXG00000036654","ensembl"
"16",39196048,39244432,"ENSAMXG00000003513","chrnb1"
"16",39277404,39395132,"ENSAMXG00000003505","fgf11a"
"16",39471986,39484854,"ENSAMXG00000003492","tmem102"
"16",39488727,39498148,"ENSAMXG00000040381","tmem256"
"16",15214073,15290111,"ENSAMXG00000007895","PACS1"
"16",39502170,39772797,"ENSAMXG00000003450","nlgn2a"
"16",39779389,39790665,"ENSAMXG00000003439","ensembl"
"16",39797795,39801510,"ENSAMXG00000036738","si:dkey-85k7.11"
"16",39804851,39808988,"ENSAMXG00000040926","ensembl"
"16",39809232,39812283,"ENSAMXG00000003411","ensembl"
"16",39812405,39817820,"ENSAMXG00000037726","si:dkey-85k7.10"
"16",39816672,39817427,"ENSAMXG00000003375","ufsp1"
"16",39835404,39845565,"ENSAMXG00000040541","epoa"
"16",39846681,39850365,"ENSAMXG00000025789","pop7"
"16",15228740,15231179,"ENSAMXG00000043563","ensembl"
"16",39867347,39888048,"ENSAMXG00000003316","gigyf1a"
"16",15300111,15320492,"ENSAMXG00000007929","sf3b2"
"16",39897228,39913035,"ENSAMXG00000003299","wrap53"
"16",39930572,40044066,"ENSAMXG00000003285","efnb3b"
"16",40184658,40223193,"ENSAMXG00000030313","serpinh2"
"16",40229609,40240975,"ENSAMXG00000041830","ensembl"
"16",15321984,15366995,"ENSAMXG00000007948","CAPN1"
"16",40241517,40467052,"ENSAMXG00000002878","dnah2"
"16",15376076,15378411,"ENSAMXG00000007960","dusp19b"
"16",15379040,15388163,"ENSAMXG00000007973","ensembl"
"16",15386003,15392840,"ENSAMXG00000007985","pnp5a"
"16",40579150,40595384,"ENSAMXG00000043764","kdm6ba"
"16",40603808,40611032,"ENSAMXG00000029083","tmem88b"
"16",15423489,15424511,"ENSAMXG00000042574","ensembl"
"16",40646951,40647114,"ENSAMXG00000040812","U1"
"16",15443495,15475968,"ENSAMXG00000039870","kcnj10a"
"16",40653690,40653853,"ENSAMXG00000035942","U1"
"16",15507481,15513170,"ENSAMXG00000036409","ensembl"
"16",40655235,40655425,"ENSAMXG00000036807","U2"
"16",40659934,40660124,"ENSAMXG00000037296","U2"
"16",40667102,40695718,"ENSAMXG00000037341","C20orf27"
"16",40701518,40723199,"ENSAMXG00000005617","vax2"
"16",15539333,15542520,"ENSAMXG00000036277","ensembl"
"16",15565013,15566347,"ENSAMXG00000039272","ensembl"
"16",40756798,40770986,"ENSAMXG00000005699","si:ch211-1o7.3"
"16",40772514,40780783,"ENSAMXG00000005799","tex261"
"16",40786123,40791708,"ENSAMXG00000005819","si:ch211-1o7.2"
"16",16485795,16687736,"ENSAMXG00000008032","adgrl2b.1"
"16",40823510,40833901,"ENSAMXG00000030928","si:dkey-185m8.2"
"16",40836096,40918495,"ENSAMXG00000005859","f13a1b"
"16",40873255,40881818,"ENSAMXG00000036856","ensembl"
"16",40891324,40894950,"ENSAMXG00000037792","ensembl"
"16",16551329,16553372,"ENSAMXG00000043992","ensembl"
"16",16919640,16919742,"ENSAMXG00000026979","U6"
"16",40954344,40980362,"ENSAMXG00000035876","si:cabz01030277.1"
"16",16927990,16934310,"ENSAMXG00000041820","EFCAB14"
"16",16945293,16946432,"ENSAMXG00000032927","ZNF830"
"16",16948687,16962156,"ENSAMXG00000008607","ensembl"
"16",40998935,40999918,"ENSAMXG00000031591","ensembl"
"16",41010803,41015970,"ENSAMXG00000036344","cxcl19"
"16",41020896,41023735,"ENSAMXG00000029592","ensembl"
"16",16972836,16985471,"ENSAMXG00000008655","ensembl"
"16",41027308,41029627,"ENSAMXG00000013501","ensembl"
"16",16994261,17007642,"ENSAMXG00000008745","rpe65a"
"16",17009079,17018349,"ENSAMXG00000036992","RNF11"
"16",17021199,17044423,"ENSAMXG00000008928","ensembl"
"16",17047079,17073521,"ENSAMXG00000008937","abcf3"
"16",17075926,17078521,"ENSAMXG00000008954","polr2d"
"16",17080385,17082191,"ENSAMXG00000033815","ensembl"
"16",17091258,17203459,"ENSAMXG00000008956","cacna1eb"
"16",27354,43775,"ENSAMXG00000034217","ensembl"
"16",75841,85723,"ENSAMXG00000009340","kif2c"
"16",93204,123398,"ENSAMXG00000009387","ptch2"
"16",17235070,17308398,"ENSAMXG00000030561","ensembl"
"16",127224,145084,"ENSAMXG00000009435","eif2b3"
"16",159694,176253,"ENSAMXG00000009453","klhl20"
"16",17791811,17940802,"ENSAMXG00000009262","ZNF521"
"16",173530,177005,"ENSAMXG00000009457","cenpl"
"16",176359,192562,"ENSAMXG00000009468","dars2"
"16",17977004,17977713,"ENSAMXG00000039172","ensembl"
"16",18022975,18042534,"ENSAMXG00000043355","ss18"
"16",287510,423801,"ENSAMXG00000043695","brinp2"
"16",18111712,18141473,"ENSAMXG00000040013","KCTD1"
"16",438282,697043,"ENSAMXG00000037016","astn1"
"16",18167749,18187035,"ENSAMXG00000009377","AQP4"
"16",18286242,18287775,"ENSAMXG00000038431","ensembl"
"16",18317454,18547910,"ENSAMXG00000007485","CDH2"
"16",18753700,18789514,"ENSAMXG00000035641","ensembl"
"16",696503,750509,"ENSAMXG00000002189","pappa2"
"16",18795320,18815909,"ENSAMXG00000006221","prkacbb"
"16",18821484,18825493,"ENSAMXG00000030867","exosc4"
"16",18831999,18842388,"ENSAMXG00000006229","sharpin"
"16",763080,779276,"ENSAMXG00000036424","cop1"
"16",18846750,18854676,"ENSAMXG00000039961","ensembl"
"16",18855422,18873067,"ENSAMXG00000006238","gpaa1"
"16",18864575,18864712,"ENSAMXG00000035860","ensembl"
"16",861638,968988,"ENSAMXG00000002151","tnr"
"16",18867034,18867170,"ENSAMXG00000027076","ensembl"
"16",18874087,18896866,"ENSAMXG00000006248","ensembl"
"16",18906956,18913405,"ENSAMXG00000042643","ensembl"
"16",18928701,18932145,"ENSAMXG00000036092","ensembl"
"16",18933508,18936620,"ENSAMXG00000038934","ensembl"
"16",18943369,18961484,"ENSAMXG00000014806","ensembl"
"16",992447,1017949,"ENSAMXG00000002137","tnn"
"16",18947353,18950526,"ENSAMXG00000031809","ensembl"
"16",18969726,18986941,"ENSAMXG00000014796","ensembl"
"16",1037137,1041032,"ENSAMXG00000035845","mrps14"
"16",1041053,1044906,"ENSAMXG00000031935","cacybp"
"16",1046201,1057600,"ENSAMXG00000002125","plk3"
"16",18992157,19021891,"ENSAMXG00000014791","dhx30"
"16",1069826,1083334,"ENSAMXG00000029177","apol1"
"16",19024969,19062571,"ENSAMXG00000029768","wrnip1"
"16",1084505,1087346,"ENSAMXG00000002119","ensembl"
"16",19050771,19122517,"ENSAMXG00000030927","mylk4a"
"16",1089030,1103002,"ENSAMXG00000002118","ro60"
"16",19413780,19424369,"ENSAMXG00000031270","ensembl"
"16",1128077,1169927,"ENSAMXG00000034204","htr5ab"
"16",1218585,1222784,"ENSAMXG00000032240","insig1"
"16",19429267,19430325,"ENSAMXG00000031845","ensembl"
"16",19605927,19614747,"ENSAMXG00000039146","ensembl"
"16",1242294,1245556,"ENSAMXG00000041104","EN2"
"16",19711278,19713529,"ENSAMXG00000039132","FOXC1"
"16",19744094,19749632,"ENSAMXG00000014746","foxf2a"
"16",19753917,19760488,"ENSAMXG00000013180","foxq1a"
